n,t_ns,swaps
2205131,7.6647590000e+08,119025076
2205131,8.1615600000e+08,132504841
2205131,7.9129620000e+08,122614030
2205131,7.7971720000e+08,120376596
2477076,8.6995590000e+08,137778766
2477076,9.1951200000e+08,148830654
2477076,8.9461250000e+08,145017716
2477076,8.9987320000e+08,141975811
2477076,9.0722670000e+08,147276371
2477076,8.9997200000e+08,145303631
2477076,8.8044350000e+08,141245068
2477076,9.0764370000e+08,148134264
2477076,8.9237150000e+08,144590876
2477076,8.8829600000e+08,141559532
2782559,9.8867400000e+08,158639089
2782559,1.0193610000e+09,168622023
2782559,1.0337977000e+09,167222792
2782559,1.0389549000e+09,171329676
2782559,9.9973960000e+08,158394007
2782559,1.0075935000e+09,163154139
2782559,9.9230920000e+08,156066875
2782559,1.0346046000e+09,169044358
2782559,1.0093813000e+09,159989499
2782559,1.0829032000e+09,177663866
3125716,1.1222438000e+09,176070548
3125716,1.1858016000e+09,195227118
3125716,1.1826451000e+09,197473588
3125716,1.1735629000e+09,196145910
3125716,1.1366723000e+09,184285233
3125716,1.1882105000e+09,197934560
3125716,1.2203271000e+09,202467222
3125716,1.2308785000e+09,204270272
3125716,1.2026584000e+09,202284374
3125716,1.1719321000e+09,191681676
3511192,1.3617365000e+09,225938577
3511192,1.2909459000e+09,207105690
3511192,1.3155874000e+09,210359927
3511192,1.3929538000e+09,228310512
3511192,1.3107909000e+09,210141199
3511192,1.3352194000e+09,220064934
3511192,1.2974849000e+09,210296622
3511192,1.2780655000e+09,206092946
3511192,1.3096855000e+09,216423337
3511192,1.3268294000e+09,216369500
3944206,1.5649947000e+09,260512549
3944206,1.5645593000e+09,262058193
3944206,1.5123158000e+09,245145396
3944206,1.6047198000e+09,274373067
3944206,1.5625111000e+09,259600421
3944206,1.4966383000e+09,241202444
3944206,1.5575159000e+09,257426858
3944206,1.5608369000e+09,259393001
3944206,1.4905208000e+09,246364654
3944206,1.5291108000e+09,257617857
4430621,1.7989873000e+09,307702133
4430621,1.7777949000e+09,287306117
4430621,1.7792121000e+09,291261388
4430621,1.7956355000e+09,303975932
4430621,1.7931841000e+09,298639854
4430621,1.8332483000e+09,309696123
4430621,1.8524140000e+09,314815460
4430621,1.7006386000e+09,278550840
4430621,1.7950667000e+09,303429388
4430621,1.8192587000e+09,310773102
4977024,2.0471863000e+09,338065427
4977024,2.0963347000e+09,360051272
4977024,2.0186900000e+09,334920303
4977024,2.0010408000e+09,337296912
4977024,2.1695765000e+09,363647807
4977024,2.0671437000e+09,327500675
4977024,2.3470515000e+09,338983487
4977024,2.1196445000e+09,347987128
4977024,2.1152862000e+09,353677019
4977024,2.1664207000e+09,359994147
5590810,2.3718472000e+09,390882422
5590810,2.5375122000e+09,437018656
5590810,2.4388146000e+09,410900323
5590810,2.5071530000e+09,430852138
5590810,2.3407639000e+09,391278395
5590810,2.4124885000e+09,402458980
5590810,2.4379422000e+09,397170424
5590810,2.5139135000e+09,419637302
5590810,2.4504253000e+09,388161668
5590810,2.6276398000e+09,426784496
6280291,2.7001356000e+09,434193942
6280291,2.8867436000e+09,468198480
6280291,2.7149935000e+09,458713014
6280291,2.5996758000e+09,438341668
6280291,2.6707360000e+09,460957366
6280291,2.7416610000e+09,481449900
6280291,2.6826287000e+09,459199346
6280291,2.7421134000e+09,479206938
6280291,2.6902676000e+09,462182879
6280291,2.6355888000e+09,442169257
7054802,3.0604087000e+09,510183077
7054802,3.1274958000e+09,538045303
7054802,3.0702501000e+09,518682303
7054802,3.1683060000e+09,547741627
7054802,3.2217192000e+09,551957044
7054802,3.0805384000e+09,524796019
7054802,3.0974474000e+09,526399973
7054802,3.2743047000e+09,561563180
7054802,3.1243016000e+09,522333549
7054802,3.0639082000e+09,516064824
7924829,3.6866411000e+09,645514363
7924829,3.6255820000e+09,619058304
7924829,3.4489440000e+09,585178285
7924829,3.6007445000e+09,634473238
7924829,3.6487626000e+09,643103072
7924829,3.4143870000e+09,553487471
7924829,3.5621950000e+09,585810936
7924829,3.5870783000e+09,604517749
7924829,3.6233138000e+09,619820006
7924829,3.6515595000e+09,621681905
8902151,4.2783919000e+09,690446137
8902151,4.1678408000e+09,699528530
8902151,4.2291116000e+09,717823249
8902151,4.3876931000e+09,751109632
8902151,4.4289727000e+09,766933273
8902151,4.0639848000e+09,677716639
8902151,4.3196146000e+09,730234831
8902151,4.4469594000e+09,719626205
8902151,4.7639945000e+09,681256402
8902151,4.3046203000e+09,719803806
10000000,5.1571179000e+09,803874260
10000000,5.0278477000e+09,828550888
10000000,5.1246035000e+09,890146762
10000000,4.7872692000e+09,794422757
10000000,4.7261701000e+09,794478021
10000000,5.0007608000e+09,856877466
10000000,4.8106614000e+09,819711990
10000000,4.7056959000e+09,806248307
10000000,4.7508128000e+09,824341395
10000000,4.7075563000e+09,813528399
